F. Emision,ID Item,Barcode,C. Custom,Modelo,Descripción,Talla,Color,Cant. Equi.,F. Fin,U.Medida,Cant. Fis.,F. Ing.,Cant. Ing.,F. Sal.,Cant. Sal.,Stock Actual,Stock Equi.,P. Unitario,P. Total,F. Import,Marca
02/01/2024,452,602070010050035,,J0028,FRAGANCIA 20 ML LAVANDA,20 ML,LAVANDA,,23/10/2024,UNI,2,23/10/2024,5,12/10/2024,5,2,,49.9,99.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,482,602070010070035,,J0028,FRAGANCIA 30 ML LAVANDA,30 ML,LAVANDA,,11/11/2024,UNI,2,25/09/2024,12,11/11/2024,10,4,,65,260,02/01/2024,JARDIN DEL ZEN
02/01/2024,423,602070010040038,,J0028,FRAGANCIA 10 ML LIMON,10 ML,LIMON,,06/11/2024,UNI,2,06/11/2024,1,05/08/2024,1,2,,39.9,79.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,453,602070010050038,,J0028,FRAGANCIA 20 ML LIMON,20 ML,LIMON,,,UNI,2,,0,,0,2,,49.9,99.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,483,602070010070038,,J0028,FRAGANCIA 30 ML LIMON,30 ML,LIMON,,12/09/2024,UNI,2,13/08/2024,2,12/09/2024,2,2,,65,130,02/01/2024,JARDIN DEL ZEN
02/01/2024,424,602070010040041,,J0028,FRAGANCIA 10 ML MANDARINA,10 ML,MANDARINA,,,UNI,2,,0,,0,2,,39.9,79.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,454,602070010050041,,J0028,FRAGANCIA 20 ML MANDARINA,20 ML,MANDARINA,,18/09/2024,UNI,1,30/07/2024,3,18/09/2024,2,2,,49.9,99.8,02/01/2024,JARDIN DEL ZEN
02/01/2024,484,602070010070041,,J0028,FRAGANCIA 30 ML MANDARINA,30 ML,MANDARINA,,13/11/2024,UNI,2,13/11/2024,5,21/10/2024,5,2,,65,130,02/01/2024,JARDIN DEL ZEN
05/01/2024,425,602070010040042,,J0028,FRAGANCIA 10 ML MANZANA,10 ML,MANZANA,,05/09/2024,UNI,0,04/09/2024,5,05/09/2024,2,3,,39.9,119.7,,JARDIN DEL ZEN
02/01/2024,455,602070010050042,,J0028,FRAGANCIA 20 ML MANZANA,20 ML,MANZANA,,23/10/2024,UNI,1,23/10/2024,2,26/08/2024,1,2,,49.9,99.8,02/01/2024,JARDIN DEL ZEN
