F. Emision,ID Item,Barcode,C. Custom,Modelo,Descripción,Talla,Color,Cant. Equi.,F. Fin,U.Medida,Cant. Fis.,F. Ing.,Cant. Ing.,F. Sal.,Cant. Sal.,Stock Actual,Stock Equi.,P. Unitario,P. Total,F. Import,Marca
01/12/2023,880,602070010070083,,J0028,FRAGANCIA 30 ML TÉ VERBENA,30 ML,TÉ VERBENA,,08/11/2024,UNI,4,08/11/2024,31,02/11/2024,32,3,,65,195,01/12/2023,JARDIN DEL ZEN
01/12/2023,435,602070010040067,,J0028,FRAGANCIA 10 ML TE VERDE,10 ML,TE VERDE,,08/11/2024,UNI,4,08/11/2024,2,01/11/2024,5,1,,39.9,39.9,01/12/2023,JARDIN DEL ZEN
01/12/2023,465,602070010050067,,J0028,FRAGANCIA 20 ML TE VERDE,20 ML,TE VERDE,,09/05/2024,UNI,3,09/05/2024,6,23/04/2024,6,3,,49.9,149.7,01/12/2023,JARDIN DEL ZEN
01/12/2023,495,602070010070067,,J0028,FRAGANCIA 30 ML TE VERDE,30 ML,TE VERDE,,26/10/2024,UNI,3,21/08/2024,12,26/10/2024,13,2,,65,130,01/12/2023,JARDIN DEL ZEN
01/12/2023,496,602070010070073,,J0028,FRAGANCIA 30 ML TRANQ.,30 ML,TRANQ.,,16/11/2024,UNI,5,08/11/2024,106,16/11/2024,108,3,,65,195,01/12/2023,JARDIN DEL ZEN
01/12/2023,437,602070010040078,,J0028,FRAGANCIA 10 ML VAINILLA,10 ML,VAINILLA,,17/05/2024,UNI,2,17/05/2024,2,26/04/2024,2,2,,39.9,79.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,467,602070010050078,,J0028,FRAGANCIA 20 ML VAINILLA,20 ML,VAINILLA,,15/11/2024,UNI,1,15/11/2024,12,30/10/2024,11,2,,49.9,99.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,497,602070010070078,,J0028,FRAGANCIA 30 ML VAINILLA,30 ML,VAINILLA,,08/11/2024,UNI,3,08/11/2024,11,22/08/2024,11,3,,65,195,01/12/2023,JARDIN DEL ZEN
01/12/2023,820,602070020040000,,J0029,FRAGANCIA DE REGALO 10 ML,10 ML,.,,10/04/2024,UNI,3,,0,10/04/2024,3,0,,1,0,01/12/2023,JARDIN DEL ZEN
01/12/2023,536,602080010380003,,J0049,INCIENSO AMOR,.,AMOR,,10/11/2024,UNI,7,17/10/2024,56,10/11/2024,55,9,,29.9,239.2,01/12/2023,JARDIN DEL ZEN
01/12/2023,537,602080010380005,,J0049,INCIENSO ARMONÍA,.,ARMONÍA,,15/11/2024,UNI,5,08/11/2024,90,15/11/2024,88,7,,29.9,209.3,01/12/2023,JARDIN DEL ZEN
01/12/2023,538,602080010380024,,J0049,INCIENSO ENERGÍA,.,ENERGÍA,,15/11/2024,UNI,2,15/11/2024,120,09/11/2024,112,8,,29.9,299,01/12/2023,JARDIN DEL ZEN
01/12/2023,539,602080010380028,,J0049,INCIENSO FELICIDAD,.,FELICIDAD,,17/11/2024,UNI,4,31/10/2024,108,17/11/2024,105,8,,29.9,209.3,01/12/2023,JARDIN DEL ZEN
01/12/2023,540,602080010380065,,J0049,INCIENSO SERENIDAD,.,SERENIDAD,,12/11/2024,UNI,6,08/11/2024,85,12/11/2024,83,8,,29.9,239.2,01/12/2023,JARDIN DEL ZEN
01/12/2023,541,602080010380073,,J0049,INCIENSO TRANQ.,.,TRANQ.,,17/11/2024,UNI,2,15/11/2024,121,17/11/2024,113,10,,29.9,299,01/12/2023,JARDIN DEL ZEN
01/12/2023,520,602040010300004,,J0050,CONO POTPOURRI 100 GR ANTI STRESS,100 GR,ANTI STRESS,,17/10/2024,UNI,1,17/10/2024,25,24/09/2024,25,1,,48.5,48.5,01/12/2023,JARDIN DEL ZEN
11/04/2024,890,602040010470004,,J0050,CONO POTPOURRI 1 KG ANTI STRESS,1 KG,ANTI STRESS,,22/08/2024,UNI,0,11/04/2024,2,22/08/2024,2,0,,290,0,,JARDIN DEL ZEN
19/12/2023,623,602040010300080,,J0050,CONO POTPOURRI 100 GR AROMAS DEL BOSQUE,100 GR,AROMAS DEL BOSQUE,,08/11/2024,UNI,0,17/10/2024,20,08/11/2024,19,1,,48.5,48.5,,JARDIN DEL ZEN
01/12/2023,521,602040010300025,,J0050,CONO POTPOURRI 100 GR ENERGIZANTE,100 GR,ENERGIZANTE,,17/10/2024,UNI,2,17/10/2024,17,08/10/2024,18,1,,48.5,48.5,01/12/2023,JARDIN DEL ZEN
01/12/2023,522,602040010300059,,J0050,CONO POTPOURRI 100 GR REFRESCANTE,100 GR,REFRESCANTE,,15/11/2024,UNI,2,15/11/2024,18,08/11/2024,19,1,,48.5,48.5,01/12/2023,JARDIN DEL ZEN
01/12/2023,523,602040010300060,,J0050,CONO POTPOURRI 100 GR RELAJANTE,100 GR,RELAJANTE,,15/11/2024,UNI,2,15/11/2024,22,22/10/2024,23,1,,48.5,48.5,01/12/2023,JARDIN DEL ZEN
01/12/2023,524,602040010300078,,J0050,CONO POTPOURRI 100 GR VAINILLA,100 GR,VAINILLA,,15/11/2024,UNI,2,15/11/2024,16,11/11/2024,17,1,,48.5,48.5,01/12/2023,JARDIN DEL ZEN
01/12/2023,382,602020020210003,,J0058,SPRAY AROMATIZADOR 550 ML AMOR,550 ML,AMOR,,29/09/2024,UNI,8,30/07/2024,143,29/09/2024,152,0,,65,-65,01/12/2023,JARDIN DEL ZEN
28/03/2024,1001,602020020070005,,J0058,SPRAY AROMATIZADOR 30 ML ARMONÍA,30 ML,ARMONÍA,,28/03/2024,UNI,0,,0,28/03/2024,0,0,,22.9,0,,JARDIN DEL ZEN
01/12/2023,383,602020020210005,,J0058,SPRAY AROMATIZADOR 550 ML ARMONÍA,550 ML,ARMONÍA,,18/11/2024,UNI,12,15/11/2024,542,18/11/2024,547,3,,65,455,01/12/2023,JARDIN DEL ZEN
01/12/2023,384,602020020210020,,J0058,SPRAY AROMATIZADOR 550 ML COCO,550 ML,COCO,,13/11/2024,UNI,4,13/11/2024,41,12/11/2024,40,6,,65,325,01/12/2023,JARDIN DEL ZEN
28/03/2024,1003,602020020070024,,J0058,SPRAY AROMATIZADOR 30 ML ENERGÍA,30 ML,ENERGÍA,,28/03/2024,UNI,0,,0,28/03/2024,0,0,,22.9,0,,JARDIN DEL ZEN
01/12/2023,385,602020020210024,,J0058,SPRAY AROMATIZADOR 550 ML ENERGÍA,550 ML,ENERGÍA,,18/11/2024,UNI,16,15/11/2024,397,18/11/2024,400,10,,65,845,01/12/2023,JARDIN DEL ZEN
28/03/2024,1005,602020020070028,,J0058,SPRAY AROMATIZADOR 30 ML FELICIDAD,30 ML,FELICIDAD,,28/03/2024,UNI,0,,0,28/03/2024,0,0,,22.9,0,,JARDIN DEL ZEN
01/12/2023,386,602020020210028,,J0058,SPRAY AROMATIZADOR 550 ML FELICIDAD,550 ML,FELICIDAD,,17/11/2024,UNI,20,15/11/2024,700,17/11/2024,710,15,,65,650,01/12/2023,JARDIN DEL ZEN
01/12/2023,400,602020020070031,,J0058,SPRAY AROMATIZADOR 30 ML HIERBA LUISA,30 ML,HIERBA LUISA,,16/11/2024,UNI,4,15/11/2024,55,16/11/2024,54,5,,22.9,114.5,01/12/2023,JARDIN DEL ZEN
01/12/2023,387,602020020210031,,J0058,SPRAY AROMATIZADOR 550 ML HIERBA LUISA,550 ML,HIERBA LUISA,,18/11/2024,UNI,10,15/11/2024,379,18/11/2024,380,7,,65,585,01/12/2023,JARDIN DEL ZEN
01/12/2023,401,602020020070035,,J0058,SPRAY AROMATIZADOR 30 ML LAVANDA,30 ML,LAVANDA,,18/11/2024,UNI,2,08/11/2024,34,18/11/2024,31,3,,22.9,114.5,01/12/2023,JARDIN DEL ZEN
01/12/2023,388,602020020210035,,J0058,SPRAY AROMATIZADOR 550 ML LAVANDA,550 ML,LAVANDA,,18/11/2024,UNI,6,24/10/2024,72,18/11/2024,76,1,,65,130,01/12/2023,JARDIN DEL ZEN
01/12/2023,402,602020020070043,,J0058,SPRAY AROMATIZADOR 30 ML MANZANA CANELA,30 ML,MANZANA CANELA,,18/11/2024,UNI,4,08/11/2024,20,18/11/2024,19,5,,22.9,114.5,01/12/2023,JARDIN DEL ZEN
01/12/2023,389,602020020210043,,J0058,SPRAY AROMATIZADOR 550 ML MANZANA CANELA,550 ML,MANZANA CANELA,,04/11/2024,UNI,5,12/09/2024,27,04/11/2024,26,6,,65,390,01/12/2023,JARDIN DEL ZEN
28/03/2024,1006,602020020070056,,J0058,SPRAY AROMATIZADOR 30 ML ORQUIDEA BLANCA,30 ML,ORQUIDEA BLANCA,,28/03/2024,UNI,0,,0,28/03/2024,0,0,,22.9,0,,JARDIN DEL ZEN
01/12/2023,390,602020020210056,,J0058,SPRAY AROMATIZADOR 550 ML ORQUIDEA BLANCA,550 ML,ORQUIDEA BLANCA,,18/11/2024,UNI,17,15/11/2024,846,18/11/2024,857,8,,65,390,01/12/2023,JARDIN DEL ZEN
10/03/2024,1007,602020020070065,,J0058,SPRAY AROMATIZADOR 30 ML SERENIDAD,30 ML,SERENIDAD,,02/07/2024,UNI,0,10/04/2024,1,02/07/2024,1,0,,22.9,0,,JARDIN DEL ZEN
01/12/2023,391,602020020210065,,J0058,SPRAY AROMATIZADOR 550 ML SERENIDAD,550 ML,SERENIDAD,,18/11/2024,UNI,17,15/11/2024,1070,18/11/2024,1060,29,,65,1755,01/12/2023,JARDIN DEL ZEN
01/12/2023,666,602020020210083,,J0058,SPRAY AROMATIZADOR 550 ML TÉ VERBENA,550 ML,TÉ VERBENA,,14/11/2024,UNI,14,24/10/2024,197,14/11/2024,199,11,,65,780,01/12/2023,JARDIN DEL ZEN
01/12/2023,405,602020020070067,,J0058,SPRAY AROMATIZADOR 30 ML TE VERDE,30 ML,TE VERDE,,17/11/2024,UNI,4,15/11/2024,60,17/11/2024,52,12,,22.9,274.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,392,602020020210067,,J0058,SPRAY AROMATIZADOR 550 ML TE VERDE,550 ML,TE VERDE,,18/11/2024,UNI,12,15/11/2024,362,18/11/2024,361,13,,65,845,01/12/2023,JARDIN DEL ZEN
01/11/2024,904,602020020070073,,J0058,SPRAY AROMATIZADOR 30 ML TRANQ.,30 ML,TRANQ.,,01/11/2024,UNI,0,,0,01/11/2024,0,0,,22.9,0,,JARDIN DEL ZEN
01/12/2023,393,602020020210073,,J0058,SPRAY AROMATIZADOR 550 ML TRANQ.,550 ML,TRANQ.,,18/11/2024,UNI,18,15/11/2024,1519,18/11/2024,1537,8,,65,0,01/12/2023,JARDIN DEL ZEN
01/12/2023,407,602020020070078,,J0058,SPRAY AROMATIZADOR 30 ML VAINILLA,30 ML,VAINILLA,,15/11/2024,UNI,5,15/11/2024,27,14/11/2024,19,12,,22.9,297.7,01/12/2023,JARDIN DEL ZEN
01/12/2023,394,602020020210078,,J0058,SPRAY AROMATIZADOR 550 ML VAINILLA,550 ML,VAINILLA,,31/10/2024,UNI,5,31/10/2024,40,28/10/2024,40,5,,65,325,01/12/2023,JARDIN DEL ZEN
01/12/2023,616,602060010000000,,J0063,FAROLA,.,.,,15/11/2024,UNI,2,08/11/2024,12,15/11/2024,13,1,,105.9,105.9,01/12/2023,JARDIN DEL ZEN
01/12/2023,735,602060020000010,,J0064,VELA BOTÁNICA BRISAS DEL MAR,.,BRISAS DEL MAR,,15/11/2024,UNI,1,15/11/2024,27,15/11/2024,26,2,,59.9,119.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,617,602060020000013,,J0064,VELA BOTÁNICA CANELA,.,CANELA,,15/11/2024,UNI,3,15/11/2024,48,10/11/2024,48,2,,59.9,179.7,01/12/2023,JARDIN DEL ZEN
01/12/2023,618,602060020000017,,J0064,VELA BOTÁNICA CHOCOLATE,.,CHOCOLATE,,15/11/2024,UNI,2,15/11/2024,41,10/11/2024,40,3,,59.9,179.7,01/12/2023,JARDIN DEL ZEN
01/12/2023,619,602060020000026,,J0064,VELA BOTÁNICA EUCALIPTO,.,EUCALIPTO,,05/10/2024,UNI,2,26/09/2024,7,05/10/2024,9,0,,59.9,0,01/12/2023,JARDIN DEL ZEN
01/12/2023,620,602060020000055,,J0064,VELA BOTÁNICA NARANJA,.,NARANJA,,15/11/2024,UNI,2,08/11/2024,10,15/11/2024,11,1,,59.9,59.9,01/12/2023,JARDIN DEL ZEN
01/12/2023,621,602060020000062,,J0064,VELA BOTÁNICA ROSAS,.,ROSAS,,08/11/2024,UNI,2,08/11/2024,23,02/11/2024,23,2,,59.9,119.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,602,605010010000000,,J0066,ALMOHADILLA DE CINTURA,.,.,,15/11/2024,UNI,6,08/11/2024,40,15/11/2024,44,4,,84.9,169.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,603,605010020000000,,J0067,ALMOHADILLA DE CUELLO,.,.,,08/11/2024,UNI,4,17/10/2024,56,08/11/2024,58,2,,84.9,169.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,604,605010030000000,,J0068,ALMOHADILLA DE ENSUEÑO,.,.,,15/11/2024,UNI,4,15/11/2024,43,15/11/2024,44,3,,52.9,158.7,01/12/2023,JARDIN DEL ZEN
01/12/2023,651,605020010040082,,J0069,ESENCIA 10 ML ADIOS ANSIEDAD,10 ML,ADIOS ANSIEDAD,,18/11/2024,UNI,6,15/11/2024,173,18/11/2024,170,8,,79.9,719.1,01/12/2023,JARDIN DEL ZEN
01/12/2023,525,605020010040011,,J0069,ESENCIA 10 ML BUENAS NOCHES,10 ML,BUENAS NOCHES,,15/11/2024,UNI,9,08/11/2024,117,15/11/2024,118,8,,79.9,639.2,01/12/2023,JARDIN DEL ZEN
01/12/2023,526,605020010040048,,J0069,ESENCIA 10 ML ME SIENTO SEXY,10 ML,ME SIENTO SEXY,,18/11/2024,UNI,5,,0,18/11/2024,2,3,,79.9,239.7,01/12/2023,JARDIN DEL ZEN
01/12/2023,527,605020010040052,,J0069,ESENCIA 10 ML MIGRA FREE,10 ML,MIGRA FREE,,18/11/2024,UNI,8,15/11/2024,123,18/11/2024,124,5,,79.9,559.3,01/12/2023,JARDIN DEL ZEN
01/12/2023,528,605020010040061,,J0069,ESENCIA 10 ML RESPIRO Y SUSPIRO,10 ML,RESPIRO Y SUSPIRO,,09/11/2024,UNI,9,10/10/2024,23,09/11/2024,23,9,,79.9,719.1,01/12/2023,JARDIN DEL ZEN
01/12/2023,529,605020010040066,,J0069,ESENCIA 10 ML STRESS FREE,10 ML,STRESS FREE,,10/11/2024,UNI,7,08/11/2024,147,10/11/2024,146,11,,79.9,639.2,01/12/2023,JARDIN DEL ZEN
01/12/2023,576,605030010000000,,J0071,KIT JARDIN DEL ZEN,.,.,,15/11/2024,UNI,2,15/11/2024,17,07/11/2024,18,1,,65,65,01/12/2023,JARDIN DEL ZEN
20/06/2024,228,601010010080002,,J0072,ACEITE NUTRITIVO 34 ML ALMENDRAS,34 ML,ALMENDRAS,,15/11/2024,UNI,0,15/11/2024,6,04/08/2024,2,3,,22.9,91.6,,JARDIN DEL ZEN
01/12/2023,229,601010010120002,,J0072,ACEITE NUTRITIVO 120 ML ALMENDRAS,120 ML,ALMENDRAS,,03/11/2024,UNI,4,10/10/2024,31,03/11/2024,29,6,,49.9,299.4,01/12/2023,JARDIN DEL ZEN
01/12/2023,230,601010010080020,,J0072,ACEITE NUTRITIVO 34 ML COCO,34 ML,COCO,,15/11/2024,UNI,4,15/11/2024,7,29/08/2024,7,4,,22.9,91.6,01/12/2023,JARDIN DEL ZEN
01/12/2023,233,601010010360020,,J0072,ACEITE NUTRITIVO 200 GR COCO,200 GR,COCO,,31/10/2024,UNI,2,31/10/2024,14,26/10/2024,14,2,,62,124,01/12/2023,JARDIN DEL ZEN
14/03/2024,998,601010010040068,,J0072,ACEITE NUTRITIVO 10 ML TIARE,10 ML,TIARE,,14/03/2024,UNI,0,,0,14/03/2024,0,0,,0,0,,JARDIN DEL ZEN
01/12/2023,962,601010010080068,,J0072,ACEITE NUTRITIVO 34 ML TIARE,34 ML,TIARE,,16/11/2024,UNI,4,04/11/2024,14,16/11/2024,15,3,,22.9,68.7,01/12/2023,JARDIN DEL ZEN
01/12/2023,235,601010010120068,,J0072,ACEITE NUTRITIVO 120 ML TIARE,120 ML,TIARE,,15/11/2024,UNI,12,15/11/2024,72,14/11/2024,78,6,,58.9,353.4,01/12/2023,JARDIN DEL ZEN
20/02/2024,999,601010010040069,,J0072,ACEITE NUTRITIVO 10 ML TIARE+JOJOBA,10 ML,TIARE+JOJOBA,,20/02/2024,UNI,0,,0,20/02/2024,0,0,,0,0,,JARDIN DEL ZEN
01/12/2023,236,601010010120069,,J0072,ACEITE NUTRITIVO 120 ML TIARE+JOJOBA,120 ML,TIARE+JOJOBA,,14/11/2024,UNI,8,04/11/2024,51,14/11/2024,55,3,,72.9,291.6,01/12/2023,JARDIN DEL ZEN
01/12/2023,252,601010050080003,,J0076,ACEITE PARA MASAJES 34 ML AMOR,34 ML,AMOR,,31/10/2024,UNI,2,31/10/2024,14,21/10/2024,14,2,,22.9,45.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,258,601010050180003,,J0076,ACEITE PARA MASAJES 240 ML AMOR,240 ML,AMOR,,08/11/2024,UNI,2,08/11/2024,12,30/10/2024,12,2,,69.9,139.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,253,601010050080005,,J0076,ACEITE PARA MASAJES 34 ML ARMONÍA,34 ML,ARMONÍA,,24/10/2024,UNI,2,24/10/2024,17,19/10/2024,17,2,,22.9,45.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,259,601010050180005,,J0076,ACEITE PARA MASAJES 240 ML ARMONÍA,240 ML,ARMONÍA,,13/11/2024,UNI,4,17/10/2024,23,13/11/2024,26,1,,69.9,69.9,01/12/2023,JARDIN DEL ZEN
01/12/2023,254,601010050080024,,J0076,ACEITE PARA MASAJES 34 ML ENERGÍA,34 ML,ENERGÍA,,15/11/2024,UNI,2,15/11/2024,21,08/11/2024,21,1,,22.9,45.8,01/12/2023,JARDIN DEL ZEN
05/12/2023,260,601010050180024,,J0076,ACEITE PARA MASAJES 240 ML ENERGÍA,240 ML,ENERGÍA,,11/11/2024,UNI,0,24/10/2024,34,11/11/2024,33,1,,69.9,69.9,,JARDIN DEL ZEN
01/12/2023,255,601010050080028,,J0076,ACEITE PARA MASAJES 34 ML FELICIDAD,34 ML,FELICIDAD,,18/11/2024,UNI,3,24/10/2024,18,18/11/2024,20,0,,22.9,22.9,01/12/2023,JARDIN DEL ZEN
01/12/2023,261,601010050180028,,J0076,ACEITE PARA MASAJES 240 ML FELICIDAD,240 ML,FELICIDAD,,11/11/2024,UNI,2,24/10/2024,24,11/11/2024,25,1,,69.9,69.9,01/12/2023,JARDIN DEL ZEN
01/12/2023,256,601010050080065,,J0076,ACEITE PARA MASAJES 34 ML SERENIDAD,34 ML,SERENIDAD,,13/11/2024,UNI,2,21/08/2024,20,13/11/2024,21,1,,22.9,22.9,01/12/2023,JARDIN DEL ZEN
01/12/2023,262,601010050180065,,J0076,ACEITE PARA MASAJES 240 ML SERENIDAD,240 ML,SERENIDAD,,08/11/2024,UNI,4,08/11/2024,33,06/11/2024,35,2,,69.9,139.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,257,601010050080073,,J0076,ACEITE PARA MASAJES 34 ML TRANQ.,34 ML,TRANQ.,,18/11/2024,UNI,3,18/11/2024,31,01/11/2024,31,3,,22.9,68.7,01/12/2023,JARDIN DEL ZEN
01/12/2023,263,601010050180073,,J0076,ACEITE PARA MASAJES 240 ML TRANQ.,240 ML,TRANQ.,,08/11/2024,UNI,3,08/11/2024,49,02/11/2024,50,0,,69.9,139.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,276,601030010130003,,J0079,BURBUJAS DE BAÑO 173 ML AMOR,173 ML,AMOR,,26/09/2024,UNI,2,26/09/2024,9,16/09/2024,9,2,,29.9,59.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,282,601030010200003,,J0079,BURBUJAS DE BAÑO 520 ML AMOR,520 ML,AMOR,,08/11/2024,UNI,2,08/11/2024,20,27/10/2024,20,2,,59.9,119.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,277,601030010130005,,J0079,BURBUJAS DE BAÑO 173 ML ARMONÍA,173 ML,ARMONÍA,,08/11/2024,UNI,3,08/11/2024,13,27/09/2024,14,2,,29.9,59.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,283,601030010200005,,J0079,BURBUJAS DE BAÑO 520 ML ARMONÍA,520 ML,ARMONÍA,,15/11/2024,UNI,1,15/11/2024,24,05/10/2024,23,1,,59.9,119.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,278,601030010130024,,J0079,BURBUJAS DE BAÑO 173 ML ENERGÍA,173 ML,ENERGÍA,,24/10/2024,UNI,3,24/10/2024,11,14/10/2024,12,2,,29.9,59.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,284,601030010200024,,J0079,BURBUJAS DE BAÑO 520 ML ENERGÍA,520 ML,ENERGÍA,,17/11/2024,UNI,3,24/10/2024,23,17/11/2024,24,3,,59.9,119.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,279,601030010130028,,J0079,BURBUJAS DE BAÑO 173 ML FELICIDAD,173 ML,FELICIDAD,,15/11/2024,UNI,3,15/11/2024,11,09/11/2024,12,2,,29.9,59.8,01/12/2023,JARDIN DEL ZEN
01/12/2023,285,601030010200028,,J0079,BURBUJAS DE BAÑO 520 ML FELICIDAD,520 ML,FELICIDAD,,24/10/2024,UNI,2,24/10/2024,36,14/10/2024,35,4,,59.9,179.7,01/12/2023,JARDIN DEL ZEN
01/12/2023,280,601030010130065,,J0079,BURBUJAS DE BAÑO 173 ML SERENIDAD,173 ML,SERENIDAD,,15/11/2024,UNI,2,15/11/2024,15,15/11/2024,17,1,,29.9,0,01/12/2023,JARDIN DEL ZEN
01/12/2023,286,601030010200065,,J0079,BURBUJAS DE BAÑO 520 ML SERENIDAD,520 ML,SERENIDAD,,17/11/2024,UNI,1,08/11/2024,45,17/11/2024,45,1,,59.9,59.9,01/12/2023,JARDIN DEL ZEN
01/12/2023,281,601030010130073,,J0079,BURBUJAS DE BAÑO 173 ML TRANQ.,173 ML,TRANQ.,,11/11/2024,UNI,2,15/08/2024,13,11/11/2024,14,0,,29.9,29.9,01/12/2023,JARDIN DEL ZEN
01/12/2023,287,601030010200073,,J0079,BURBUJAS DE BAÑO 520 ML TRANQ.,520 ML,TRANQ.,,17/11/2024,UNI,3,31/10/2024,41,17/11/2024,45,0,,59.9,-59.9,01/12/2023,JARDIN DEL ZEN
01/12/2023,264,601040010040003,,J0086,COLONIA 10 ML AMOR,10 ML,AMOR,,18/11/2024,UNI,2,08/11/2024,18,18/11/2024,11,7,,19,171,01/12/2023,JARDIN DEL ZEN
01/12/2023,270,601040010140003,,J0086,COLONIA 180 ML AMOR,180 ML,AMOR,,11/11/2024,UNI,10,19/09/2024,52,11/11/2024,55,6,,55,385,01/12/2023,JARDIN DEL ZEN
01/12/2023,265,601040010040005,,J0086,COLONIA 10 ML ARMONÍA,10 ML,ARMONÍA,,11/11/2024,UNI,5,08/11/2024,25,11/11/2024,24,7,,19,114,01/12/2023,JARDIN DEL ZEN
01/12/2023,271,601040010140005,,J0086,COLONIA 180 ML ARMONÍA,180 ML,ARMONÍA,,17/11/2024,UNI,10,31/10/2024,112,17/11/2024,120,1,,55,110,01/12/2023,JARDIN DEL ZEN
01/12/2023,266,601040010040024,,J0086,COLONIA 10 ML ENERGÍA,10 ML,ENERGÍA,,17/11/2024,UNI,5,08/11/2024,19,17/11/2024,16,7,,19,152,01/12/2023,JARDIN DEL ZEN
01/12/2023,272,601040010140024,,J0086,COLONIA 180 ML ENERGÍA,180 ML,ENERGÍA,,24/10/2024,UNI,12,24/10/2024,48,16/10/2024,50,10,,55,550,01/12/2023,JARDIN DEL ZEN
01/12/2023,267,601040010040028,,J0086,COLONIA 10 ML FELICIDAD,10 ML,FELICIDAD,,15/11/2024,UNI,6,15/11/2024,40,13/11/2024,39,7,,19,133,01/12/2023,JARDIN DEL ZEN
01/12/2023,273,601040010140028,,J0086,COLONIA 180 ML FELICIDAD,180 ML,FELICIDAD,,18/11/2024,UNI,9,15/11/2024,122,18/11/2024,121,10,,55,550,01/12/2023,JARDIN DEL ZEN
01/12/2023,268,601040010040065,,J0086,COLONIA 10 ML SERENIDAD,10 ML,SERENIDAD,,15/11/2024,UNI,2,15/11/2024,42,06/11/2024,34,9,,19,190,01/12/2023,JARDIN DEL ZEN
01/12/2023,274,601040010140065,,J0086,COLONIA 180 ML SERENIDAD,180 ML,SERENIDAD,,17/11/2024,UNI,8,17/10/2024,121,17/11/2024,124,5,,55,275,01/12/2023,JARDIN DEL ZEN
01/12/2023,269,601040010040073,,J0086,COLONIA 10 ML TRANQ.,10 ML,TRANQ.,,15/11/2024,UNI,6,15/11/2024,65,09/11/2024,61,10,,19,190,01/12/2023,JARDIN DEL ZEN
01/12/2023,275,601040010140073,,J0086,COLONIA 180 ML TRANQ.,180 ML,TRANQ.,,13/11/2024,UNI,9,08/11/2024,217,13/11/2024,219,7,,55,385,01/12/2023,JARDIN DEL ZEN
01/12/2023,311,601020020070003,,J0102,CREMA HUMECTANTE 30 ML AMOR,30 ML,AMOR,,15/11/2024,UNI,3,15/11/2024,14,23/10/2024,9,9,,22.9,183.2,01/12/2023,JARDIN DEL ZEN
01/12/2023,317,601020020160003,,J0102,CREMA HUMECTANTE 190 GR AMOR,190 GR,AMOR,,15/11/2024,UNI,10,15/11/2024,21,26/10/2024,24,7,,99.9,699.3,01/12/2023,JARDIN DEL ZEN
01/12/2023,312,601020020070005,,J0102,CREMA HUMECTANTE 30 ML ARMONÍA,30 ML,ARMONÍA,,16/11/2024,UNI,2,15/11/2024,24,16/11/2024,19,8,,22.9,160.3,01/12/2023,JARDIN DEL ZEN
01/12/2023,318,601020020160005,,J0102,CREMA HUMECTANTE 190 GR ARMONÍA,190 GR,ARMONÍA,,16/11/2024,UNI,7,17/10/2024,32,16/11/2024,34,6,,99.9,499.5,01/12/2023,JARDIN DEL ZEN
01/12/2023,313,601020020070024,,J0102,CREMA HUMECTANTE 30 ML ENERGÍA,30 ML,ENERGÍA,,16/11/2024,UNI,4,15/11/2024,29,16/11/2024,30,3,,22.9,68.7,01/12/2023,JARDIN DEL ZEN
01/12/2023,319,601020020160024,,J0102,CREMA HUMECTANTE 190 GR ENERGÍA,190 GR,ENERGÍA,,15/11/2024,UNI,6,15/11/2024,47,09/11/2024,46,6,,99.9,699.3,01/12/2023,JARDIN DEL ZEN
01/12/2023,314,601020020070028,,J0102,CREMA HUMECTANTE 30 ML FELICIDAD,30 ML,FELICIDAD,,15/11/2024,UNI,1,15/11/2024,36,10/11/2024,31,7,,22.9,137.4,01/12/2023,JARDIN DEL ZEN
01/12/2023,320,601020020160028,,J0102,CREMA HUMECTANTE 190 GR FELICIDAD,190 GR,FELICIDAD,,15/11/2024,UNI,7,15/11/2024,54,15/11/2024,55,6,,99.9,599.4,01/12/2023,JARDIN DEL ZEN
01/12/2023,315,601020020070065,,J0102,CREMA HUMECTANTE 30 ML SERENIDAD,30 ML,SERENIDAD,,15/11/2024,UNI,4,15/11/2024,38,09/11/2024,34,9,,22.9,183.2,01/12/2023,JARDIN DEL ZEN
01/12/2023,321,601020020160065,,J0102,CREMA HUMECTANTE 190 GR SERENIDAD,190 GR,SERENIDAD,,15/11/2024,UNI,7,15/11/2024,32,10/11/2024,32,7,,99.9,699.3,01/12/2023,JARDIN DEL ZEN
