F. Emision,ID Item,Barcode,C. Custom,Modelo,Descripción,Talla,Color,Cant. Equi.,F. Fin,U.Medida,Cant. Fis.,F. Ing.,Cant. Ing.,F. Sal.,Cant. Sal.,Stock Actual,Stock Equi.,P. Unitario,P. Total,F. Import,Marca
25/10/2023,415,602070010040020,,J0028,FRAGANCIA 10 ML COCO,10 ML,COCO,,23/09/2024,UNI,0,23/09/2024,6,12/09/2024,4,2,,39.9,79.8,,JARDIN DEL ZEN
15/10/2023,445,602070010050020,,J0028,FRAGANCIA 20 ML COCO,20 ML,COCO,,25/08/2024,UNI,1,19/01/2024,5,25/08/2024,4,2,,49.9,99.8,16/10/2023,JARDIN DEL ZEN
16/10/2023,475,602070010070020,,J0028,FRAGANCIA 30 ML COCO,30 ML,COCO,,15/08/2024,UNI,2,15/08/2024,1,10/08/2024,2,1,,65,65,16/10/2023,JARDIN DEL ZEN
17/05/2024,476,602070010070024,,J0028,FRAGANCIA 30 ML ENERGÍA,30 ML,ENERGÍA,,18/11/2024,UNI,0,18/11/2024,42,17/11/2024,38,4,,65,260,,JARDIN DEL ZEN
16/10/2023,417,602070010040025,,J0028,FRAGANCIA 10 ML ENERGIZANTE,10 ML,ENERGIZANTE,,26/04/2024,UNI,2,04/03/2024,2,26/04/2024,2,2,,39.9,79.8,16/10/2023,JARDIN DEL ZEN
16/10/2023,447,602070010050025,,J0028,FRAGANCIA 20 ML ENERGIZANTE,20 ML,ENERGIZANTE,,22/05/2024,UNI,2,02/04/2024,6,22/05/2024,8,0,,49.9,0,16/10/2023,JARDIN DEL ZEN
16/10/2023,477,602070010070025,,J0028,FRAGANCIA 30 ML ENERGIZANTE,30 ML,ENERGIZANTE,,30/09/2024,UNI,2,30/09/2024,4,13/09/2024,5,1,,65,65,16/10/2023,JARDIN DEL ZEN
25/10/2023,418,602070010040026,,J0028,FRAGANCIA 10 ML EUCALIPTO,10 ML,EUCALIPTO,,29/04/2024,UNI,0,29/04/2024,5,01/03/2024,3,2,,39.9,79.8,,JARDIN DEL ZEN
11/10/2023,448,602070010050026,,J0028,FRAGANCIA 20 ML EUCALIPTO,20 ML,EUCALIPTO,,07/10/2024,UNI,3,07/10/2024,7,24/09/2024,7,3,,49.9,149.7,16/10/2023,JARDIN DEL ZEN
16/10/2023,478,602070010070026,,J0028,FRAGANCIA 30 ML EUCALIPTO,30 ML,EUCALIPTO,,23/09/2024,UNI,2,23/09/2024,9,14/09/2024,8,3,,65,195,16/10/2023,JARDIN DEL ZEN
01/10/2023,479,602070010070028,,J0028,FRAGANCIA 30 ML FELICIDAD,30 ML,FELICIDAD,,11/11/2024,UNI,4,11/11/2024,69,10/11/2024,70,3,,65,195,16/10/2023,JARDIN DEL ZEN
25/10/2023,420,602070010040031,,J0028,FRAGANCIA 10 ML HIERBA LUISA,10 ML,HIERBA LUISA,,25/03/2024,UNI,0,25/03/2024,4,18/02/2024,2,2,,39.9,79.8,,JARDIN DEL ZEN
01/10/2023,450,602070010050031,,J0028,FRAGANCIA 20 ML HIERBA LUISA,20 ML,HIERBA LUISA,,08/11/2024,UNI,2,24/06/2024,3,08/11/2024,5,0,,49.9,0,16/10/2023,JARDIN DEL ZEN
16/10/2023,480,602070010070031,,J0028,FRAGANCIA 30 ML HIERBA LUISA,30 ML,HIERBA LUISA,,24/06/2024,UNI,2,24/06/2024,4,09/06/2024,3,3,,65,195,16/10/2023,JARDIN DEL ZEN
30/10/2024,1103,602070010040090,,J0028,FRAGANCIA 10 ML HIERBA LUISA  SILVESTRE,10 ML,HIERBA LUISA  SILVESTRE,,10/11/2024,UNI,0,04/11/2024,1,10/11/2024,1,0,,39.9,0,,JARDIN DEL ZEN
30/10/2024,1104,602070010050090,,J0028,FRAGANCIA 20 ML HIERBA LUISA  SILVESTRE,20 ML,HIERBA LUISA  SILVESTRE,,30/10/2024,UNI,0,04/11/2024,1,,0,1,,49.9,49.9,,JARDIN DEL ZEN
30/10/2024,1105,602070010070090,,J0028,FRAGANCIA 30 ML HIERBA LUISA  SILVESTRE,30 ML,HIERBA LUISA  SILVESTRE,,30/10/2024,UNI,0,04/11/2024,1,,0,1,,65,65,,JARDIN DEL ZEN
01/10/2023,421,602070010040033,,J0028,FRAGANCIA 10 ML JAZMIN,10 ML,JAZMIN,,29/09/2024,UNI,3,23/04/2024,1,29/09/2024,2,2,,39.9,79.8,16/10/2023,JARDIN DEL ZEN
16/10/2023,451,602070010050033,,J0028,FRAGANCIA 20 ML JAZMIN,20 ML,JAZMIN,,12/08/2024,UNI,3,23/04/2024,1,12/08/2024,3,1,,49.9,49.9,16/10/2023,JARDIN DEL ZEN
15/10/2023,481,602070010070033,,J0028,FRAGANCIA 30 ML JAZMIN,30 ML,JAZMIN,,27/10/2024,UNI,3,24/05/2024,3,27/10/2024,5,1,,65,65,16/10/2023,JARDIN DEL ZEN
16/10/2023,422,602070010040035,,J0028,FRAGANCIA 10 ML LAVANDA,10 ML,LAVANDA,,11/11/2024,UNI,2,11/11/2024,3,22/09/2024,3,2,,39.9,79.8,16/10/2023,JARDIN DEL ZEN
01/10/2023,452,602070010050035,,J0028,FRAGANCIA 20 ML LAVANDA,20 ML,LAVANDA,,13/10/2024,UNI,1,07/10/2024,4,13/10/2024,4,1,,49.9,49.9,16/10/2023,JARDIN DEL ZEN
16/10/2023,482,602070010070035,,J0028,FRAGANCIA 30 ML LAVANDA,30 ML,LAVANDA,,11/09/2024,UNI,1,17/06/2024,4,11/09/2024,3,2,,65,130,16/10/2023,JARDIN DEL ZEN
